hero_name,type,name,description,attribute,attribute_detail
Junker Queen,Ability,CarnageE,"Wound all enemies in front of you, dealing damage over time and reducing the cooldown for each enemy hit.",max. range,5 Meters
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",damage,40 impact 90 over 4.5 seconds
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",headshot,✕
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",healing modification,-100% received
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",cast time,0.5 + 0 seconds
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",duration,4.5 seconds (DoT)0.864 seconds (dash)
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",max. range,25 meters
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",area of effect,5 meters
Junker Queen,Ability,RampageQ,"Charge foward. Wounds enemies, dealing damage over time and preventing them from being healed.",mov. speed buff,+500%
Junker Queen,Perk,Rending Recall,Recalling Jagged Blade from a stuck target refreshes its wound.,,
Junker Queen,Perk,Battle Shout,Commanding Shout fully reloads Scatter Gun and increases allied reload speed by 50%.,,
Junker Queen,Perk,Deep Wounds,Scattergun hits extend your wound durations on those enemies by 0.5 seconds.,,
Junker Queen,Perk,Savage Satiation,Carnage's impact damage gains 100% lifesteal.,healing,100% of damage dealt
Mauga,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,health,150
Mauga,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,dmg. reduction,-25% taken
Mauga,Ability,Berserker,Gain temporary health when dealing critical damage.,overhealth,50% of critical damage dealt (150 max)
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,damage,4 - 1.2 (direct)15 per second (damage over time)
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,falloff range,30 - 40 meters
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,headshot,✓ (x2)
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,rate of fire,18 shots/s
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,ammo,300
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,reload time,2.2 seconds
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,duration,4 seconds (damage over time)
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,spread angle,1 degree
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,mov. speed penalty,15%
Mauga,Ability,Incendiary Chaingun,Automatic weapon that ignites enemies on repeated impacts.,projectile radius,0.04 meters
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,damage,4 - 1.2
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,falloff range,30 - 40 meters
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,headshot,✓ (x2)
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,rate of fire,18 shots/s
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,ammo,300
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,reload time,2.2 seconds
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,spread angle,1 degree
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,mov. speed penalty,15%
Mauga,Ability,Volatile Chaingun,Automatic weapon that deals critical damage to burning enemies.,projectile radius,0.04 meters
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,damage,"30 (collision)75 (stomp, outer radius)150 (stomp, inner radius)"
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,headshot,✕
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,dmg. reduction,-50% taken
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,cast time,0.21 + 0.50 seconds
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,duration,"0.32 seconds (charge, min)2 seconds (charge, max)0.6 seconds (leap)  ~0.5 seconds (knockdown)"
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,max. range,"4.4 meters (charge, min)28 meters (charge, max)6.5 meters (leap)"
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,area of effect,"7.2 meters radius (leap, outer)2.5 meters radius (leap, inner)"
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,mov. speed buff,+165%
Mauga,Ability,OverrunLSHIFT,Charge forward to stomp and launch enemies. You are unstoppable while charging.,knockback speed,"13.2 m/s (knockback, collision)8.6 m/s (knockback, stomp)6.9 m/s (knockdown)"
Mauga,Ability,Cardiac OverdriveE,Nearby allies take reduced damage and heal by dealing damage.,healing,100% of damage dealt (self)50% of damage dealt (allies)
Mauga,Ability,Cardiac OverdriveE,Nearby allies take reduced damage and heal by dealing damage.,dmg. reduction,-40% taken (self)
Mauga,Ability,Cardiac OverdriveE,Nearby allies take reduced damage and heal by dealing damage.,cast time,None
Mauga,Ability,Cardiac OverdriveE,Nearby allies take reduced damage and heal by dealing damage.,duration,3 seconds
Mauga,Ability,Cardiac OverdriveE,Nearby allies take reduced damage and heal by dealing damage.,area of effect,10.5 meter radius
Mauga,Ability,Cage FightQ,Deploy a barrier that traps yourself and enemies. Automatically reloads Mauga's Chainguns at the start of the ultimate.,barrier health,1200
Mauga,Ability,Cage FightQ,Deploy a barrier that traps yourself and enemies. Automatically reloads Mauga's Chainguns at the start of the ultimate.,duration,8 seconds
Mauga,Ability,Cage FightQ,Deploy a barrier that traps yourself and enemies. Automatically reloads Mauga's Chainguns at the start of the ultimate.,area of effect,7 meters radius
Mauga,Perk,Kinetic Bandolier,Overrun reloads up to 150 ammo while charging.,,
Mauga,Perk,Two Hearts,"While on an objective, Mauga counts as 2 heroes and regenerates 20 health per second.",healing,20 per second
Mauga,Perk,Firewalker,Overrun ignites enemies hit.,,
Mauga,Perk,Combat Fuel,"Critical hits grant Mauga 2 temporary overhealth on Cardiac Overdrive's next use, up to 100 overhealth.",overhealth,2 per critical hit100 (max)
Orisa,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,health,150
Orisa,Ability,Role: Tank,Reduces knockbacks and critical damage received. Less ultimate generated by healing and damage received. Increases base health in Role Queue game modes.,dmg. reduction,-25% taken
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,damage,14
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,headshot,✓ (x2)
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,rate of fire,10 rounds/s
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,ammo,∞
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,reload time,3 seconds (cooldown after overheat)2 seconds (recharge from full heat)
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,projectile speed,100 m/s
Orisa,Ability,Augmented Fusion Driver,Automatic heat-based weapon.,projectile radius,0.225 meters
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,damage,"70 (direct impact), 40 (wall collision)"
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,headshot,✕
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,cast time,0.3 + 0.4 seconds seconds
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,duration,0.2 seconds (impact stun)0.3 seconds (wall stun)
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,knockback speed,22 m/s
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,projectile speed,70 m/s
Orisa,Ability,Energy Javelin,Launch your javelin at an enemy to stun and knock them back. More effective if the enemy hits a wall.,projectile radius,0.5 meters
Orisa,Ability,FortifyLSHIFT,"Gain temporary health, reducing all damage taken and becoming unstoppable.",overhealth,100
Orisa,Ability,FortifyLSHIFT,"Gain temporary health, reducing all damage taken and becoming unstoppable.",dmg. reduction,-45% taken
Orisa,Ability,FortifyLSHIFT,"Gain temporary health, reducing all damage taken and becoming unstoppable.",cast time,None
Orisa,Ability,FortifyLSHIFT,"Gain temporary health, reducing all damage taken and becoming unstoppable.",duration,4 seconds
Orisa,Ability,FortifyLSHIFT,"Gain temporary health, reducing all damage taken and becoming unstoppable.",mov. speed penalty,-10%
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",damage,20 (first hit)5 (subsequent hits)
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",headshot,✕
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",cast time,0 + 0.1 seconds
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",duration,0.5 seconds (min)1.75 seconds (max)2 seconds (movement speed)
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",max. range,3.5 meters
Orisa,Ability,Javelin SpinE,"Spin your javelin to destroy projectiles and block melee attacks, while also pushing enemies and increasing forward speed.",mov. speed buff,+50% (while active)20% after spin
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",damage,"19.5/s (periodic damage), 72 - 500 (release)"
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",headshot,✕
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",overhealth,100 (Fortify)
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",dmg. reduction,-45% taken (Fortify)
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",cast time,None (initial cast)0.2 seconds (release)0.3 seconds (recovery)
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",duration,0.75 - 4 seconds (charge time)
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",area of effect,10.5 meter radius (initial pull)8.5 meter radius (damage and slow)
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",movement slow,-30%
Orisa,Ability,Terra SurgeQ,"Sweep in enemies and anchor down, gaining the effects of Fortify and charging up a surge of damage. Use Primary Fire to unleash the surge early.",knockback speed,"20 m/s (initial pull)2 m/s (knockback, min)11.5 m/s (knockback, max)"
Orisa,Perk,Heat Dissipator,Critical hits from your primary fire refund heat.,,
Orisa,Perk,Fleeting Bulwark,Fortify briefly grants an additional 100% decaying overhealth when activated.,overhealth,+100
Orisa,Perk,Fleeting Bulwark,Fortify briefly grants an additional 100% decaying overhealth when activated.,duration,1.75 seconds
Orisa,Perk,Charged Javelin,Energy Javelin can be charged to increase projectile speed and knockback. Pierces enemies at full power.,cast time,0.3 seconds (to min charge)1 second (to max charge)0.64 seconds (recovery)
Orisa,Perk,Charged Javelin,Energy Javelin can be charged to increase projectile speed and knockback. Pierces enemies at full power.,knockback speed,22.25 m/s (min charge)27.5 m/s (max charge)
